"","Município","0 a 2","3 a 5","6 a 7","8 a 10","Ignorado","Total","Ano"
"58820","316090 SAO BRAS DO SUACUI",0,0,0,36,0,36,"2020"
"58821","316095 SAO DOMINGOS DAS DORES",0,0,0,97,0,97,"2020"
"58822","316100 SAO DOMINGOS DO PRATA",1,0,5,158,0,164,"2020"
"58823","316105 SAO FELIX DE MINAS",0,0,0,25,1,26,"2020"
"58824","316110 SAO FRANCISCO",1,3,8,687,9,708,"2020"
"58825","316120 SAO FRANCISCO DE PAULA",0,0,2,69,0,71,"2020"
"58826","316130 SAO FRANCISCO DE SALES",0,0,1,49,0,50,"2020"
"58827","316140 SAO FRANCISCO DO GLORIA",0,0,0,45,0,45,"2020"
"58828","316150 SAO GERALDO",0,0,0,99,0,99,"2020"
"58829","316160 SAO GERALDO DA PIEDADE",0,0,0,27,2,29,"2020"
"58830","316165 SAO GERALDO DO BAIXIO",0,1,0,34,1,36,"2020"
"58831","316170 SAO GONCALO DO ABAETE",1,0,0,60,0,61,"2020"
"58832","316180 SAO GONCALO DO PARA",1,0,1,114,1,117,"2020"
"58833","316190 SAO GONCALO DO RIO ABAIXO",2,1,1,140,3,147,"2020"
"58834","316200 SAO GONCALO DO SAPUCAI",1,0,2,322,1,326,"2020"
"58835","316210 SAO GOTARDO",1,1,0,606,0,608,"2020"
"58836","316220 SAO JOAO BATISTA DO GLORIA",0,0,1,95,0,96,"2020"
"58837","316225 SAO JOAO DA LAGOA",0,0,2,65,1,68,"2020"
"58838","316230 SAO JOAO DA MATA",0,0,0,24,0,24,"2020"
"58839","316240 SAO JOAO DA PONTE",2,1,2,263,5,273,"2020"
"58840","316245 SAO JOAO DAS MISSOES",0,0,5,93,176,274,"2020"
"58841","316250 SAO JOAO DEL REI",2,0,5,971,2,980,"2020"
"58842","316255 SAO JOAO DO MANHUACU",0,0,2,160,0,162,"2020"
"58843","316257 SAO JOAO DO MANTENINHA",0,0,0,62,0,62,"2020"
"58844","316260 SAO JOAO DO ORIENTE",1,0,3,73,2,79,"2020"
"58845","316265 SAO JOAO DO PACUI",0,1,1,42,0,44,"2020"
"58846","316270 SAO JOAO DO PARAISO",1,1,0,259,7,268,"2020"
"58847","316280 SAO JOAO EVANGELISTA",0,0,2,231,0,233,"2020"
"58848","316290 SAO JOAO NEPOMUCENO",0,0,1,310,0,311,"2020"
"58849","316292 SAO JOAQUIM DE BICAS",1,1,9,418,3,432,"2020"
"58850","316294 SAO JOSE DA BARRA",0,0,3,95,0,98,"2020"
"58851","316295 SAO JOSE DA LAPA",1,1,7,326,4,339,"2020"
"58852","316300 SAO JOSE DA SAFIRA",0,0,1,45,3,49,"2020"
"58853","316310 SAO JOSE DA VARGINHA",0,0,0,41,0,41,"2020"
"58854","316320 SAO JOSE DO ALEGRE",0,0,0,42,0,42,"2020"
"58855","316330 SAO JOSE DO DIVINO",0,0,0,34,0,34,"2020"
"58856","316340 SAO JOSE DO GOIABAL",0,0,1,51,4,56,"2020"
"58857","316350 SAO JOSE DO JACURI",0,0,0,62,0,62,"2020"
"58858","316360 SAO JOSE DO MANTIMENTO",0,0,0,43,0,43,"2020"
"58859","316370 SAO LOURENCO",1,0,7,473,1,482,"2020"
"58860","316380 SAO MIGUEL DO ANTA",1,0,1,68,0,70,"2020"
"58861","316390 SAO PEDRO DA UNIAO",0,1,0,44,0,45,"2020"
"58862","316400 SAO PEDRO DOS FERROS",1,0,0,60,0,61,"2020"
"58863","316410 SAO PEDRO DO SUACUI",0,1,2,50,0,53,"2020"
"58864","316420 SAO ROMAO",0,1,1,99,1,102,"2020"
"58865","316430 SAO ROQUE DE MINAS",1,1,0,76,0,78,"2020"
"58866","316440 SAO SEBASTIAO DA BELA VISTA",0,0,0,70,0,70,"2020"
"58867","316443 SAO SEBASTIAO DA VARGEM ALEGRE",0,0,1,28,0,29,"2020"
"58868","316447 SAO SEBASTIAO DO ANTA",0,0,1,87,1,89,"2020"
"58869","316450 SAO SEBASTIAO DO MARANHAO",0,0,0,93,0,93,"2020"
"58870","316460 SAO SEBASTIAO DO OESTE",0,0,3,126,1,130,"2020"
"58871","316470 SAO SEBASTIAO DO PARAISO",1,0,8,862,4,875,"2020"
"58872","316480 SAO SEBASTIAO DO RIO PRETO",0,1,0,11,0,12,"2020"
"58873","316490 SAO SEBASTIAO DO RIO VERDE",0,0,0,16,0,16,"2020"
"58874","316500 SAO TIAGO",0,0,1,137,1,139,"2020"
"58875","316510 SAO TOMAS DE AQUINO",1,1,0,86,0,88,"2020"
"58876","316520 SAO THOME DAS LETRAS",0,0,0,57,1,58,"2020"
"58877","316530 SAO VICENTE DE MINAS",0,0,0,78,0,78,"2020"
"58878","316540 SAPUCAI-MIRIM",0,0,3,73,0,76,"2020"
"58879","316550 SARDOA",0,1,3,64,4,72,"2020"
"58880","316553 SARZEDO",2,3,10,522,2,539,"2020"
"58881","316555 SETUBINHA",0,0,0,150,6,156,"2020"
"58882","316556 SEM-PEIXE",0,0,0,19,0,19,"2020"
"58883","316557 SENADOR AMARAL",0,0,0,120,0,120,"2020"
"58884","316560 SENADOR CORTES",0,0,0,27,0,27,"2020"
"58885","316570 SENADOR FIRMINO",0,0,1,72,1,74,"2020"
"58886","316580 SENADOR JOSE BENTO",0,0,0,15,0,15,"2020"
"58887","316590 SENADOR MODESTINO GONCALVES",0,0,1,30,0,31,"2020"
"58888","316600 SENHORA DE OLIVEIRA",0,0,0,48,1,49,"2020"
"58889","316610 SENHORA DO PORTO",0,0,1,49,1,51,"2020"
"58890","316620 SENHORA DOS REMEDIOS",0,1,0,98,0,99,"2020"
"58891","316630 SERICITA",0,1,0,92,0,93,"2020"
"58892","316640 SERITINGA",0,0,0,15,0,15,"2020"
"58893","316650 SERRA AZUL DE MINAS",0,0,2,42,1,45,"2020"
"58894","316660 SERRA DA SAUDADE",0,0,0,2,0,2,"2020"
"58895","316670 SERRA DOS AIMORES",0,0,4,85,0,89,"2020"
"58896","316680 SERRA DO SALITRE",2,1,4,184,1,192,"2020"
"58897","316690 SERRANIA",0,1,3,104,0,108,"2020"
"58898","316695 SERRANOPOLIS DE MINAS",0,0,1,41,0,42,"2020"
"58899","316700 SERRANOS",0,0,1,29,0,30,"2020"
"58900","316710 SERRO",0,0,7,262,4,273,"2020"
"58901","316720 SETE LAGOAS",7,9,41,2520,10,2587,"2020"
"58902","316730 SILVEIRANIA",0,0,1,28,0,29,"2020"
"58903","316740 SILVIANOPOLIS",0,0,0,42,1,43,"2020"
"58904","316750 SIMAO PEREIRA",0,0,0,25,0,25,"2020"
"58905","316760 SIMONESIA",0,0,1,337,0,338,"2020"
"58906","316770 SOBRALIA",0,0,1,36,1,38,"2020"
"58907","316780 SOLEDADE DE MINAS",0,0,1,55,1,57,"2020"
"58908","316790 TABULEIRO",0,0,0,42,0,42,"2020"
"58909","316800 TAIOBEIRAS",2,1,4,495,2,504,"2020"
"58910","316805 TAPARUBA",0,0,0,40,0,40,"2020"
"58911","316810 TAPIRA",0,0,0,43,0,43,"2020"
"58912","316820 TAPIRAI",0,0,2,13,0,15,"2020"
"58913","316830 TAQUARACU DE MINAS",1,1,0,39,1,42,"2020"
"58914","316840 TARUMIRIM",0,0,2,150,2,154,"2020"
"58915","316850 TEIXEIRAS",0,0,3,116,0,119,"2020"
"58916","316860 TEOFILO OTONI",3,6,12,1795,14,1830,"2020"
"58917","316870 TIMOTEO",0,2,12,878,2,894,"2020"
"58918","316880 TIRADENTES",0,0,0,89,1,90,"2020"
"58919","316890 TIROS",0,0,0,86,0,86,"2020"
"58920","316900 TOCANTINS",1,0,3,189,1,194,"2020"
"58921","316905 TOCOS DO MOJI",0,0,0,32,0,32,"2020"
"58922","316910 TOLEDO",0,1,2,85,0,88,"2020"
"58923","316920 TOMBOS",0,0,0,70,0,70,"2020"
"58924","316930 TRES CORACOES",2,1,8,1005,3,1019,"2020"
"58925","316935 TRES MARIAS",1,1,7,372,0,381,"2020"
"58926","316940 TRES PONTAS",1,2,21,694,1,719,"2020"
"58927","316950 TUMIRITINGA",0,1,3,78,5,87,"2020"
"58928","316960 TUPACIGUARA",1,1,3,192,6,203,"2020"
"58929","316970 TURMALINA",0,2,3,244,1,250,"2020"
"58930","316980 TURVOLANDIA",0,0,1,78,1,80,"2020"
"58931","316990 UBA",2,2,14,1273,9,1300,"2020"
"58932","317000 UBAI",1,1,1,113,3,119,"2020"
"58933","317005 UBAPORANGA",0,0,3,141,2,146,"2020"
"58934","317010 UBERABA",105,15,52,3678,11,3861,"2020"
"58935","317020 UBERLANDIA",28,24,71,8784,89,8996,"2020"
"58936","317030 UMBURATIBA",0,0,0,33,0,33,"2020"
"58937","317040 UNAI",7,2,6,1170,4,1189,"2020"
"58938","317043 UNIAO DE MINAS",0,0,0,30,0,30,"2020"
"58939","317047 URUANA DE MINAS",0,0,0,30,1,31,"2020"
"58940","317050 URUCANIA",0,0,0,151,0,151,"2020"
"58941","317052 URUCUIA",0,1,3,87,1,92,"2020"
"58942","317057 VARGEM ALEGRE",0,0,0,72,0,72,"2020"
"58943","317060 VARGEM BONITA",0,0,0,23,0,23,"2020"
"58944","317065 VARGEM GRANDE DO RIO PARDO",1,0,0,59,1,61,"2020"
"58945","317070 VARGINHA",6,3,13,1717,6,1745,"2020"
"58946","317075 VARJAO DE MINAS",0,1,2,90,0,93,"2020"
"58947","317080 VARZEA DA PALMA",1,3,4,438,4,450,"2020"
"58948","317090 VARZELANDIA",1,2,7,233,3,246,"2020"
"58949","317100 VAZANTE",1,0,1,239,0,241,"2020"
"58950","317103 VERDELANDIA",0,0,2,125,2,129,"2020"
"58951","317107 VEREDINHA",0,0,0,54,0,54,"2020"
"58952","317110 VERISSIMO",1,1,0,29,0,31,"2020"
"58953","317115 VERMELHO NOVO",1,0,0,52,1,54,"2020"
"58954","317120 VESPASIANO",4,14,27,1709,19,1773,"2020"
"58955","317130 VICOSA",0,7,15,862,7,891,"2020"
"58956","317140 VIEIRAS",0,0,1,32,0,33,"2020"
"58957","317150 MATHIAS LOBATO",0,0,1,24,1,26,"2020"
"58958","317160 VIRGEM DA LAPA",1,0,1,106,3,111,"2020"
"58959","317170 VIRGINIA",0,0,1,97,0,98,"2020"
"58960","317180 VIRGINOPOLIS",0,0,2,134,0,136,"2020"
"58961","317190 VIRGOLANDIA",0,0,1,48,0,49,"2020"
"58962","317200 VISCONDE DO RIO BRANCO",2,3,3,518,1,527,"2020"
"58963","317210 VOLTA GRANDE",0,1,1,52,0,54,"2020"
"58964","317220 WENCESLAU BRAZ",0,0,0,19,0,19,"2020"
"58965","MUNICIPIO IGNORADO - ES",0,0,0,0,1,1,"2020"
"58966","320010 AFONSO CLAUDIO",1,1,6,387,1,396,"2020"
"58967","320013 AGUIA BRANCA",0,2,5,122,0,129,"2020"
"58968","320016 AGUA DOCE DO NORTE",0,0,1,182,0,183,"2020"
"58969","320020 ALEGRE",0,1,7,367,0,375,"2020"
"58970","320030 ALFREDO CHAVES",0,1,0,125,0,126,"2020"
"58971","320035 ALTO RIO NOVO",0,0,1,88,1,90,"2020"
"58972","320040 ANCHIETA",0,1,9,407,1,418,"2020"
"58973","320050 APIACA",0,0,2,72,0,74,"2020"
"58974","320060 ARACRUZ",1,2,11,1436,3,1453,"2020"
"58975","320070 ATILIO VIVACQUA",1,0,0,151,0,152,"2020"
"58976","320080 BAIXO GUANDU",1,1,2,385,1,390,"2020"
"58977","320090 BARRA DE SAO FRANCISCO",0,3,4,628,2,637,"2020"
"58978","320100 BOA ESPERANCA",0,3,4,204,2,213,"2020"
"58979","320110 BOM JESUS DO NORTE",0,0,1,74,0,75,"2020"
"58980","320115 BREJETUBA",0,1,7,197,3,208,"2020"
"58981","320120 CACHOEIRO DE ITAPEMIRIM",3,5,25,2488,8,2529,"2020"
"58982","320130 CARIACICA",12,8,74,5267,54,5415,"2020"
"58983","320140 CASTELO",0,0,2,444,1,447,"2020"
"58984","320150 COLATINA",2,4,18,1567,3,1594,"2020"
"58985","320160 CONCEICAO DA BARRA",0,1,1,409,6,417,"2020"
"58986","320170 CONCEICAO DO CASTELO",0,2,2,172,0,176,"2020"
"58987","320180 DIVINO DE SAO LOURENCO",0,0,0,63,1,64,"2020"
"58988","320190 DOMINGOS MARTINS",1,1,14,453,2,471,"2020"
"58989","320200 DORES DO RIO PRETO",0,0,0,78,0,78,"2020"
"58990","320210 ECOPORANGA",0,4,2,298,0,304,"2020"
"58991","320220 FUNDAO",1,0,4,253,5,263,"2020"
"58992","320225 GOVERNADOR LINDENBERG",0,0,0,133,1,134,"2020"
"58993","320230 GUACUI",1,0,7,420,0,428,"2020"
"58994","320240 GUARAPARI",3,3,14,1767,7,1794,"2020"
"58995","320245 IBATIBA",1,1,5,379,5,391,"2020"
"58996","320250 IBIRACU",0,1,1,159,0,161,"2020"
"58997","320255 IBITIRAMA",0,1,2,141,0,144,"2020"
"58998","320260 ICONHA",0,0,2,132,0,134,"2020"
"58999","320265 IRUPI",0,2,2,178,6,188,"2020"
"59000","320270 ITAGUACU",0,0,4,146,2,152,"2020"
"59001","320280 ITAPEMIRIM",2,0,5,622,0,629,"2020"
"59002","320290 ITARANA",1,0,0,112,0,113,"2020"
"59003","320300 IUNA",1,0,4,321,5,331,"2020"
"59004","320305 JAGUARE",0,4,2,506,0,512,"2020"
"59005","320310 JERONIMO MONTEIRO",0,1,2,118,1,122,"2020"
"59006","320313 JOAO NEIVA",0,1,0,185,2,188,"2020"
"59007","320316 LARANJA DA TERRA",1,0,3,100,0,104,"2020"
"59008","320320 LINHARES",2,10,36,2517,1,2566,"2020"
"59009","320330 MANTENOPOLIS",0,2,2,177,0,181,"2020"
"59010","320332 MARATAIZES",0,2,7,578,1,588,"2020"
"59011","320334 MARECHAL FLORIANO",0,0,8,193,1,202,"2020"
"59012","320335 MARILANDIA",0,1,1,151,0,153,"2020"
"59013","320340 MIMOSO DO SUL",0,1,1,281,5,288,"2020"
"59014","320350 MONTANHA",0,2,1,275,0,278,"2020"
"59015","320360 MUCURICI",2,0,0,74,0,76,"2020"
"59016","320370 MUNIZ FREIRE",1,1,2,236,0,240,"2020"
"59017","320380 MUQUI",0,0,2,139,1,142,"2020"
"59018","320390 NOVA VENECIA",1,3,11,698,0,713,"2020"
"59019","320400 PANCAS",1,2,2,219,0,224,"2020"
"59020","320405 PEDRO CANARIO",1,2,1,300,1,305,"2020"
"59021","320410 PINHEIROS",0,2,6,342,12,362,"2020"
"59022","320420 PIUMA",1,0,6,332,1,340,"2020"
"59023","320425 PONTO BELO",0,0,1,81,0,82,"2020"
"59024","320430 PRESIDENTE KENNEDY",0,0,4,208,5,217,"2020"
"59025","320435 RIO BANANAL",0,1,7,268,2,278,"2020"
"59026","320440 RIO NOVO DO SUL",0,0,3,127,0,130,"2020"
"59027","320450 SANTA LEOPOLDINA",0,2,1,121,0,124,"2020"
"59028","320455 SANTA MARIA DE JETIBA",2,1,6,629,0,638,"2020"
"59029","320460 SANTA TERESA",0,0,1,303,0,304,"2020"
"59030","320465 SAO DOMINGOS DO NORTE",0,1,2,100,0,103,"2020"
"59031","320470 SAO GABRIEL DA PALHA",0,2,8,460,0,470,"2020"
"59032","320480 SAO JOSE DO CALCADO",1,0,2,113,1,117,"2020"
"59033","320490 SAO MATEUS",4,9,21,1876,7,1917,"2020"
"59034","320495 SAO ROQUE DO CANAA",0,0,0,108,0,108,"2020"
"59035","320500 SERRA",13,24,96,7377,57,7567,"2020"
"59036","320501 SOORETAMA",1,1,4,443,1,450,"2020"
"59037","320503 VARGEM ALTA",2,1,3,239,2,247,"2020"
"59038","320506 VENDA NOVA DO IMIGRANTE",0,2,3,327,0,332,"2020"
"59039","320510 VIANA",1,1,14,1024,12,1052,"2020"
"59040","320515 VILA PAVAO",0,1,0,101,1,103,"2020"
"59041","320517 VILA VALERIO",0,2,7,217,1,227,"2020"
"59042","320520 VILA VELHA",15,25,68,6128,33,6269,"2020"
"59043","320530 VITORIA",4,13,49,4076,29,4171,"2020"
"59044","MUNICIPIO IGNORADO - RJ",0,0,0,10,4,14,"2020"
"59045","330010 ANGRA DOS REIS",9,12,35,2263,24,2343,"2020"
"59046","330015 APERIBE",0,1,0,98,0,99,"2020"
"59047","330020 ARARUAMA",1,9,38,1596,23,1667,"2020"
"59048","330022 AREAL",0,0,3,147,1,151,"2020"
"59049","330023 ARMACAO DOS BUZIOS",3,7,7,620,4,641,"2020"
"59050","330025 ARRAIAL DO CABO",2,2,9,357,59,429,"2020"
"59051","330030 BARRA DO PIRAI",1,4,16,952,0,973,"2020"
"59052","330040 BARRA MANSA",3,11,42,2026,2,2084,"2020"
"59053","330045 BELFORD ROXO",19,35,102,6076,82,6314,"2020"
"59054","330050 BOM JARDIM",0,3,4,302,1,310,"2020"
"59055","330060 BOM JESUS DO ITABAPOANA",1,1,3,465,0,470,"2020"
"59056","330070 CABO FRIO",6,10,43,2536,17,2612,"2020"
"59057","330080 CACHOEIRAS DE MACACU",2,2,25,651,14,694,"2020"
"59058","330090 CAMBUCI",0,0,3,110,0,113,"2020"
"59059","330093 CARAPEBUS",1,1,1,147,0,150,"2020"
"59060","330095 COMENDADOR LEVY GASPARIAN",0,0,2,97,0,99,"2020"
"59061","330100 CAMPOS DOS GOYTACAZES",12,25,86,6674,52,6849,"2020"
"59062","330110 CANTAGALO",0,0,5,216,0,221,"2020"
"59063","330115 CARDOSO MOREIRA",1,0,3,117,1,122,"2020"
"59064","330120 CARMO",0,2,2,208,0,212,"2020"
"59065","330130 CASIMIRO DE ABREU",2,1,4,612,2,621,"2020"
"59066","330140 CONCEICAO DE MACABU",0,2,8,245,4,259,"2020"
"59067","330150 CORDEIRO",0,3,2,239,2,246,"2020"
"59068","330160 DUAS BARRAS",0,0,1,143,0,144,"2020"
"59069","330170 DUQUE DE CAXIAS",35,58,232,11269,112,11706,"2020"
"59070","330180 ENGENHEIRO PAULO DE FRONTIN",0,1,3,125,1,130,"2020"
"59071","330185 GUAPIMIRIM",0,1,13,655,6,675,"2020"
"59072","330187 IGUABA GRANDE",0,1,9,329,1,340,"2020"
"59073","330190 ITABORAI",3,12,45,2764,20,2844,"2020"
"59074","330200 ITAGUAI",1,10,27,1629,9,1676,"2020"
"59075","330205 ITALVA",0,0,3,173,1,177,"2020"
"59076","330210 ITAOCARA",1,2,5,256,2,266,"2020"
"59077","330220 ITAPERUNA",2,2,27,1025,5,1061,"2020"
"59078","330225 ITATIAIA",0,3,8,348,2,361,"2020"
"59079","330227 JAPERI",5,8,33,1250,16,1312,"2020"
"59080","330230 LAJE DO MURIAE",0,0,2,92,0,94,"2020"
"59081","330240 MACAE",6,12,45,3479,17,3559,"2020"
"59082","330245 MACUCO",1,1,1,96,0,99,"2020"
"59083","330250 MAGE",9,27,46,3365,4,3451,"2020"
"59084","330260 MANGARATIBA",1,0,7,443,3,454,"2020"
"59085","330270 MARICA",6,3,38,1704,266,2017,"2020"
"59086","330280 MENDES",0,0,3,182,0,185,"2020"
"59087","330285 MESQUITA",5,6,24,2124,23,2182,"2020"
"59088","330290 MIGUEL PEREIRA",2,1,14,331,5,353,"2020"
"59089","330300 MIRACEMA",0,0,1,339,1,341,"2020"
"59090","330310 NATIVIDADE",0,2,2,181,0,185,"2020"
"59091","330320 NILOPOLIS",3,12,20,1526,11,1572,"2020"
"59092","330330 NITEROI",15,26,83,5566,27,5717,"2020"
"59093","330340 NOVA FRIBURGO",2,6,19,2025,15,2067,"2020"
"59094","330350 NOVA IGUACU",23,46,264,10539,130,11002,"2020"
"59095","330360 PARACAMBI",0,2,3,465,2,472,"2020"
"59096","330370 PARAIBA DO SUL",2,2,5,466,1,476,"2020"
"59097","330380 PARATY",0,4,10,636,16,666,"2020"
"59098","330385 PATY DO ALFERES",1,0,8,335,2,346,"2020"
"59099","330390 PETROPOLIS",12,17,67,3248,41,3385,"2020"
"59100","330395 PINHEIRAL",0,3,6,310,2,321,"2020"
"59101","330400 PIRAI",1,0,6,342,1,350,"2020"
"59102","330410 PORCIUNCULA",0,0,4,219,0,223,"2020"
"59103","330411 PORTO REAL",1,1,1,262,1,266,"2020"
"59104","330412 QUATIS",0,0,4,158,0,162,"2020"
"59105","330414 QUEIMADOS",7,16,49,1955,24,2051,"2020"
"59106","330415 QUISSAMA",1,1,12,287,1,302,"2020"
"59107","330420 RESENDE",3,3,22,1571,0,1599,"2020"
"59108","330430 RIO BONITO",2,1,7,715,7,732,"2020"
"59109","330440 RIO CLARO",0,2,3,186,1,192,"2020"
"59110","330450 RIO DAS FLORES",0,3,2,112,1,118,"2020"
"59111","330452 RIO DAS OSTRAS",5,6,32,1829,17,1889,"2020"
"59112","330455 RIO DE JANEIRO",153,335,1317,70639,691,73135,"2020"
"59113","330460 SANTA MARIA MADALENA",0,0,1,78,0,79,"2020"
"59114","330470 SANTO ANTONIO DE PADUA",5,1,5,515,0,526,"2020"
"59115","330475 SAO FRANCISCO DE ITABAPOANA",0,0,11,566,7,584,"2020"
"59116","330480 SAO FIDELIS",2,0,7,365,53,427,"2020"
"59117","330490 SAO GONCALO",22,36,131,9681,27,9897,"2020"
"59118","330500 SAO JOAO DA BARRA",0,3,2,560,4,569,"2020"
"59119","330510 SAO JOAO DE MERITI",18,30,97,5266,70,5481,"2020"
"59120","330513 SAO JOSE DE UBA",0,0,1,96,0,97,"2020"
"59121","330515 SAO JOSE DO VALE DO RIO PRETO",0,1,2,286,2,291,"2020"
"59122","330520 SAO PEDRO DA ALDEIA",2,6,40,1614,13,1675,"2020"
"59123","330530 SAO SEBASTIAO DO ALTO",0,1,2,109,0,112,"2020"
"59124","330540 SAPUCAIA",1,1,1,160,1,164,"2020"
"59125","330550 SAQUAREMA",1,7,23,1132,7,1170,"2020"
"59126","330555 SEROPEDICA",3,4,18,1005,14,1044,"2020"
"59127","330560 SILVA JARDIM",0,0,4,260,0,264,"2020"
"59128","330570 SUMIDOURO",0,0,1,226,1,228,"2020"
"59129","330575 TANGUA",3,0,6,404,2,415,"2020"
"59130","330580 TERESOPOLIS",3,9,37,2111,28,2188,"2020"
"59131","330590 TRAJANO DE MORAES",0,1,0,114,0,115,"2020"
"59132","330600 TRES RIOS",4,3,9,1000,2,1018,"2020"
"59133","330610 VALENCA",2,6,29,739,7,783,"2020"
"59134","330615 VARRE-SAI",0,3,2,159,0,164,"2020"
"59135","330620 VASSOURAS",2,1,7,455,2,467,"2020"
"59136","330630 VOLTA REDONDA",6,18,58,2923,13,3018,"2020"
"59137","MUNICIPIO IGNORADO - SP",0,0,0,3,0,3,"2020"
"59138","350010 ADAMANTINA",0,1,7,375,0,383,"2020"
"59139","350020 ADOLFO",0,0,0,44,0,44,"2020"
"59140","350030 AGUAI",2,0,4,375,2,383,"2020"
"59141","350040 AGUAS DA PRATA",0,0,1,65,0,66,"2020"
"59142","350050 AGUAS DE LINDOIA",2,1,3,242,1,249,"2020"
"59143","350055 AGUAS DE SANTA BARBARA",0,0,0,72,0,72,"2020"
"59144","350060 AGUAS DE SAO PEDRO",0,0,0,35,0,35,"2020"
"59145","350070 AGUDOS",4,1,7,479,0,491,"2020"
"59146","350075 ALAMBARI",0,0,1,63,0,64,"2020"
"59147","350080 ALFREDO MARCONDES",0,0,1,39,0,40,"2020"
"59148","350090 ALTAIR",0,0,1,34,0,35,"2020"
"59149","350100 ALTINOPOLIS",1,1,1,161,0,164,"2020"
"59150","350110 ALTO ALEGRE",1,0,1,35,0,37,"2020"
"59151","350115 ALUMINIO",2,1,5,192,1,201,"2020"
"59152","350120 ALVARES FLORENCE",0,0,0,32,0,32,"2020"
"59153","350130 ALVARES MACHADO",2,0,4,313,0,319,"2020"
"59154","350140 ALVARO DE CARVALHO",0,0,0,32,1,33,"2020"
"59155","350150 ALVINLANDIA",0,0,0,36,0,36,"2020"
"59156","350160 AMERICANA",2,5,25,2387,6,2425,"2020"
"59157","350170 AMERICO BRASILIENSE",1,1,7,402,3,414,"2020"
"59158","350180 AMERICO DE CAMPOS",0,0,1,58,1,60,"2020"
"59159","350190 AMPARO",0,1,9,765,0,775,"2020"
"59160","350200 ANALANDIA",1,0,0,41,0,42,"2020"
"59161","350210 ANDRADINA",0,2,3,636,0,641,"2020"
"59162","350220 ANGATUBA",2,1,7,306,0,316,"2020"
"59163","350230 ANHEMBI",0,1,0,68,0,69,"2020"
"59164","350240 ANHUMAS",0,0,1,55,0,56,"2020"
"59165","350250 APARECIDA",0,2,3,343,4,352,"2020"
"59166","350260 APARECIDA D'OESTE",0,0,1,32,1,34,"2020"
"59167","350270 APIAI",0,1,9,351,2,363,"2020"
"59168","350275 ARACARIGUAMA",2,2,9,321,0,334,"2020"
"59169","350280 ARACATUBA",3,6,12,2177,1,2199,"2020"
"59170","350290 ARACOIABA DA SERRA",3,0,1,349,0,353,"2020"
"59171","350300 ARAMINA",0,0,2,71,0,73,"2020"
"59172","350310 ARANDU",0,1,0,82,0,83,"2020"
"59173","350315 ARAPEI",0,0,2,11,0,13,"2020"
"59174","350320 ARARAQUARA",7,12,26,2531,6,2582,"2020"
"59175","350330 ARARAS",5,4,12,1474,3,1498,"2020"
"59176","350335 ARCO-IRIS",1,1,0,20,0,22,"2020"
"59177","350340 AREALVA",0,1,0,108,1,110,"2020"
"59178","350350 AREIAS",0,0,0,35,0,35,"2020"
"59179","350360 AREIOPOLIS",1,0,5,123,0,129,"2020"
"59180","350370 ARIRANHA",0,0,0,60,0,60,"2020"
"59181","350380 ARTUR NOGUEIRA",0,3,5,579,0,587,"2020"
"59182","350390 ARUJA",6,11,29,1317,0,1363,"2020"
"59183","350395 ASPASIA",0,0,0,23,0,23,"2020"
"59184","350400 ASSIS",1,3,9,1071,0,1084,"2020"
"59185","350410 ATIBAIA",1,7,24,1930,2,1964,"2020"
"59186","350420 AURIFLAMA",0,0,1,157,0,158,"2020"
"59187","350430 AVAI",0,1,0,70,0,71,"2020"
"59188","350440 AVANHANDAVA",0,0,0,125,0,125,"2020"
"59189","350450 AVARE",5,8,14,1195,3,1225,"2020"
"59190","350460 BADY BASSITT",0,2,2,323,0,327,"2020"
"59191","350470 BALBINOS",0,0,0,11,0,11,"2020"
"59192","350480 BALSAMO",1,0,1,90,1,93,"2020"
"59193","350490 BANANAL",0,0,3,88,1,92,"2020"
"59194","350500 BARAO DE ANTONINA",1,0,0,46,0,47,"2020"
"59195","350510 BARBOSA",0,0,0,64,0,64,"2020"
"59196","350520 BARIRI",0,2,5,365,1,373,"2020"
"59197","350530 BARRA BONITA",0,0,1,289,1,291,"2020"
"59198","350535 BARRA DO CHAPEU",0,0,1,84,0,85,"2020"
"59199","350540 BARRA DO TURVO",0,0,4,85,0,89,"2020"
"59200","350550 BARRETOS",4,9,22,1402,4,1441,"2020"
"59201","350560 BARRINHA",1,0,4,444,0,449,"2020"
"59202","350570 BARUERI",19,13,46,5408,2,5488,"2020"
"59203","350580 BASTOS",0,2,4,250,0,256,"2020"
"59204","350590 BATATAIS",3,2,6,707,7,725,"2020"
"59205","350600 BAURU",9,21,55,4284,15,4384,"2020"
"59206","350610 BEBEDOURO",0,5,7,902,0,914,"2020"
"59207","350620 BENTO DE ABREU",0,0,0,32,0,32,"2020"
"59208","350630 BERNARDINO DE CAMPOS",0,0,3,94,0,97,"2020"
"59209","350635 BERTIOGA",2,6,14,932,1,955,"2020"
"59210","350640 BILAC",0,0,0,64,0,64,"2020"
"59211","350650 BIRIGUI",2,3,9,1250,4,1268,"2020"
"59212","350660 BIRITIBA-MIRIM",0,2,3,336,4,345,"2020"
"59213","350670 BOA ESPERANCA DO SUL",0,0,2,180,1,183,"2020"
"59214","350680 BOCAINA",1,0,0,125,0,126,"2020"
"59215","350690 BOFETE",0,0,2,97,0,99,"2020"
"59216","350700 BOITUVA",0,1,13,748,0,762,"2020"
